,Name,Psychometrics,Presentation,Date,Location
32,GUSTA KLAGGES,56/100,24/32,2019/12/18,London Academy
33,MARVE BOATSWAIN,56/100,24/32,2019/12/18,London Academy
34,LOUELLA PARRADYE,53/100,25/32,2019/12/18,London Academy
35,WYNN BLEI,61/100,20/32,2019/12/18,London Academy
0,BERTY HUBAN,53/100,15/32,2019/07/18,Birmingham Academy
1,AMANDA MINTO,59/100,21/32,2019/07/18,Birmingham Academy
2,JOANNES YURSHEV,58/100,23/32,2019/07/18,Birmingham Academy
3,VALARIA BUNTON,47/100,26/32,2019/07/18,Birmingham Academy
4,BARY FENDLEN,52/100,18/32,2019/07/18,Birmingham Academy
5,FREMONT OXLEE,51/100,23/32,2019/07/18,Birmingham Academy
6,HILLIARD REINARD,67/100,26/32,2019/07/18,Birmingham Academy
7,IRA RATHBOURNE,54/100,21/32,2019/07/18,Birmingham Academy
8,SHOSHANNA JANICEK,52/100,22/32,2019/07/18,Birmingham Academy
9,TONYE AMBROGIO,61/100,23/32,2019/07/18,Birmingham Academy
10,KYLIE CORDELL,60/100,27/32,2019/07/18,Birmingham Academy
11,ALDRICH WHITEHALL,59/100,13/32,2019/07/18,Birmingham Academy
12,BLAIR WOOLLHEAD,52/100,24/32,2019/07/18,Birmingham Academy
13,DEMETRIA O' SULLIVAN,60/100,22/32,2019/07/18,Birmingham Academy
14,KARLIS BOTTLE,62/100,19/32,2019/07/18,Birmingham Academy
15,KALIE LEADBEATTER,44/100,19/32,2019/07/18,Birmingham Academy
16,DORETTA HENNER,51/100,17/32,2019/07/18,Birmingham Academy
17,DANNEL LONGMAID,59/100,17/32,2019/07/18,Birmingham Academy
18,TEENA PRIEL,55/100,22/32,2019/07/18,Birmingham Academy
19,KATINKA TYT,50/100,20/32,2019/07/18,Birmingham Academy
20,MAXY BENSEN,63/100,25/32,2019/07/18,Birmingham Academy
21,MERWYN GOSSOP,56/100,16/32,2019/07/18,Birmingham Academy
22,CELINA POLLEY,63/100,22/32,2019/07/18,Birmingham Academy
23,ODY PARONI,70/100,15/32,2019/07/18,Birmingham Academy
24,BABITA TABOURIN,53/100,23/32,2019/07/18,Birmingham Academy
25,ANASTASIA JANSSON,47/100,16/32,2019/07/18,Birmingham Academy
26,KATHY CAPSTACK,53/100,21/32,2019/07/18,Birmingham Academy
27,RANCELL LILL,63/100,19/32,2019/07/18,Birmingham Academy
28,SANDOR SWATRADGE,71/100,23/32,2019/07/18,Birmingham Academy
29,JARRED TREDGER,45/100,20/32,2019/07/18,Birmingham Academy
30,BRIGGS LOGSDAIL,51/100,22/32,2019/07/18,Birmingham Academy
31,LONNARD O'NEILL,50/100,15/32,2019/07/18,Birmingham Academy
32,BILL PENDLEBURY,56/100,19/32,2019/07/18,Birmingham Academy
33,ABBOTT DODGSHON,57/100,16/32,2019/07/18,Birmingham Academy
34,DUNSTAN HALFHIDE,48/100,19/32,2019/07/18,Birmingham Academy
35,MONICA MINGARDI,41/100,21/32,2019/07/18,Birmingham Academy
36,ASHBY CAPENER,52/100,20/32,2019/07/18,Birmingham Academy
37,RACHELE BRACKNELL,58/100,23/32,2019/07/18,Birmingham Academy
0,CONN DOBSON,53/100,20/32,2019/06/18,London Academy
1,INGABORG PITBLADO,67/100,20/32,2019/06/18,London Academy
2,NEALL LANNIN,49/100,17/32,2019/06/18,London Academy
3,BILLI NARRAWAY,53/100,21/32,2019/06/18,London Academy
4,DERREK SHILLINGLAW,55/100,11/32,2019/06/18,London Academy
5,AINSLEE PAICE,57/100,25/32,2019/06/18,London Academy
6,RANA ANTONIOU,47/100,21/32,2019/06/18,London Academy
7,AGNES ATTACK,48/100,21/32,2019/06/18,London Academy
8,PUTNEM ERICSSON,51/100,22/32,2019/06/18,London Academy
9,DEAN BRIDLE,55/100,14/32,2019/06/18,London Academy
10,BROD BLUNDEN,59/100,18/32,2019/06/18,London Academy
11,GEORGETTE GIACOMO,56/100,21/32,2019/06/18,London Academy
12,HUBEY BROOKES,49/100,24/32,2019/06/18,London Academy
13,YORK SYGROVES,61/100,22/32,2019/06/18,London Academy
14,NIL IACOVO,58/100,15/32,2019/06/18,London Academy
15,HELENA SWIRE,63/100,24/32,2019/06/18,London Academy
16,GINEVRA PAICE,59/100,16/32,2019/06/18,London Academy
17,CHANE WETWOOD,51/100,20/32,2019/06/18,London Academy
18,BARBRA POLLEYE,52/100,22/32,2019/06/18,London Academy
19,SHELBI WADDINGHAM,54/100,21/32,2019/06/18,London Academy
20,AINDREA NORMANVILL,58/100,23/32,2019/06/18,London Academy
21,HILLIARD TRUSSE,39/100,22/32,2019/06/18,London Academy
22,LEXINE RAPSON,61/100,21/32,2019/06/18,London Academy
23,CATI DUMPHRIES,62/100,27/32,2019/06/18,London Academy
24,TERRELL ORRIDGE,57/100,27/32,2019/06/18,London Academy
25,BENEDICK DE ROBERTO,49/100,20/32,2019/06/18,London Academy
26,CORNELIA ARTIST,61/100,19/32,2019/06/18,London Academy
27,MUHAMMAD LINN,62/100,19/32,2019/06/18,London Academy
28,ELICIA BROGGIO,59/100,20/32,2019/06/18,London Academy
29,ADLER WINGATT,58/100,23/32,2019/06/18,London Academy
30,JEFFREY BORRELL,43/100,16/32,2019/06/18,London Academy
31,ASHBEY SEAKES,59/100,16/32,2019/06/18,London Academy
32,PATRICE DOWE,45/100,23/32,2019/06/18,London Academy
33,CALIDA BEHR,66/100,21/32,2019/06/18,London Academy
34,MORA JOUTAPAVICIUS,56/100,19/32,2019/06/18,London Academy
35,TADEAS BIDMEAD,59/100,24/32,2019/06/18,London Academy
36,MATHIAN CREWS,43/100,25/32,2019/06/18,London Academy
37,CLYWD MUSGROVE,59/100,20/32,2019/06/18,London Academy
38,DARN KIRKBY,52/100,19/32,2019/06/18,London Academy
39,YVOR SHEPSTONE,54/100,18/32,2019/06/18,London Academy
40,MAIBLE ANTIC,53/100,18/32,2019/06/18,London Academy
41,CARLO BEEKMAN,52/100,15/32,2019/06/18,London Academy
42,KAT SUTHERLAND,55/100,21/32,2019/06/18,London Academy
43,LELAND WITHER,58/100,20/32,2019/06/18,London Academy
44,MURVYN BUDNK,48/100,24/32,2019/06/18,London Academy
45,BRANDISE MOSTON,69/100,25/32,2019/06/18,London Academy
46,DANIELE ISKOWICZ,53/100,17/32,2019/06/18,London Academy
47,WILDEN CLAISSE,64/100,25/32,2019/06/18,London Academy
48,BOYCEY MCSPIRRON,48/100,20/32,2019/06/18,London Academy
49,NEALON CISLAND,60/100,14/32,2019/06/18,London Academy
50,LAVINIE MARSHMAN,51/100,19/32,2019/06/18,London Academy
51,LARRY CLARIDGE,52/100,21/32,2019/06/18,London Academy
0,PAULITA SIMMONDS,53/100,14/32,2019/09/18,London Academy
1,GIFFORD GANTER,59/100,23/32,2019/09/18,London Academy
2,DEMOTT ROHLF,42/100,14/32,2019/09/18,London Academy
3,WEYLIN CHONG,58/100,21/32,2019/09/18,London Academy
4,DORICE SLIDES,60/100,21/32,2019/09/18,London Academy
5,SUMNER KOP,63/100,21/32,2019/09/18,London Academy
6,DELMORE MCKNISH,56/100,20/32,2019/09/18,London Academy
7,SCHUYLER MCKIMM,60/100,18/32,2019/09/18,London Academy
8,DONOVAN WHISTAN,58/100,20/32,2019/09/18,London Academy
9,HAD VEAZEY,59/100,24/32,2019/09/18,London Academy
10,SVEN ANTONESCU,53/100,24/32,2019/09/18,London Academy
11,RAFFERTY CAMAMILE,49/100,22/32,2019/09/18,London Academy
12,GRAZIA MACGINNEY,56/100,23/32,2019/09/18,London Academy
13,ALDWIN GINMAN,61/100,21/32,2019/09/18,London Academy
14,AUGUSTINE COREY,48/100,21/32,2019/09/18,London Academy
15,SALMON BLINDER,56/100,23/32,2019/09/18,London Academy
16,KAHALEEL TATEM,58/100,20/32,2019/09/18,London Academy
17,EREK O'DORAN,62/100,19/32,2019/09/18,London Academy
18,REYNARD ILYENKO,59/100,23/32,2019/09/18,London Academy
19,LISLE STOLLI,70/100,20/32,2019/09/18,London Academy
20,REINALDOS TOLEFREE,42/100,22/32,2019/09/18,London Academy
21,RANCE WILSONE,44/100,21/32,2019/09/18,London Academy
22,MELONIE DUFFET,45/100,20/32,2019/09/18,London Academy
23,URSON SIBTHORP,55/100,21/32,2019/09/18,London Academy
24,KING JANATKA,53/100,23/32,2019/09/18,London Academy
25,DINNIE BALEINE,52/100,21/32,2019/09/18,London Academy
26,BELTRAN JOLLY,53/100,21/32,2019/09/18,London Academy
27,GARE HALPEN,43/100,20/32,2019/09/18,London Academy
28,URBAN BOOTLAND,51/100,25/32,2019/09/18,London Academy
29,ELVIRA VALENTINE,49/100,18/32,2019/09/18,London Academy
30,BRANDIE BIRKIN,51/100,23/32,2019/09/18,London Academy
31,MALINDE MOWSDALE,47/100,22/32,2019/09/18,London Academy
32,DEANA SALERNO,54/100,19/32,2019/09/18,London Academy
33,YANKEE GARMON,54/100,20/32,2019/09/18,London Academy
0,ALAYNE FARRANS,60/100,19/32,2019/12/19,Birmingham Academy
1,JACLIN HEASMAN,66/100,9/32,2019/12/19,Birmingham Academy
2,OLLY LANNEN,53/100,24/32,2019/12/19,Birmingham Academy
3,REBA COSSER,65/100,23/32,2019/12/19,Birmingham Academy
4,LEIF FORSYTH,58/100,21/32,2019/12/19,Birmingham Academy
5,VIDOVIC NIBLETT,66/100,20/32,2019/12/19,Birmingham Academy
6,WHIT BRISSE,61/100,21/32,2019/12/19,Birmingham Academy
7,MIOF MELA WOODLAND,36/100,21/32,2019/12/19,Birmingham Academy
8,TRUDEY BROCKMAN,58/100,25/32,2019/12/19,Birmingham Academy
9,GUNILLA LUCKEN,55/100,24/32,2019/12/19,Birmingham Academy
10,YORGOS O'ROURKE,56/100,15/32,2019/12/19,Birmingham Academy
11,FAIR IVASHINTSOV,57/100,22/32,2019/12/19,Birmingham Academy
12,LETHIA CROW,56/100,21/32,2019/12/19,Birmingham Academy
13,EYDE BOUGHTON,64/100,20/32,2019/12/19,Birmingham Academy
14,THOM DERWIN,66/100,21/32,2019/12/19,Birmingham Academy
15,URIEL LAMPLOUGH,58/100,15/32,2019/12/19,Birmingham Academy
16,ERICA SOUGHTON,56/100,19/32,2019/12/19,Birmingham Academy
17,PRUDENCE HARRILL,56/100,16/32,2019/12/19,Birmingham Academy
18,GODFRY SEPHTON,67/100,23/32,2019/12/19,Birmingham Academy
19,ESMARIA RAPP,55/100,21/32,2019/12/19,Birmingham Academy
20,CLIFFORD RANDLE,52/100,21/32,2019/12/19,Birmingham Academy
21,ALFONS KRAUZE,46/100,23/32,2019/12/19,Birmingham Academy
22,DOTTIE LE PREVOST,51/100,19/32,2019/12/19,Birmingham Academy
23,SUZIE ORABLE,46/100,14/32,2019/12/19,Birmingham Academy
24,ARDEN TOLOSSI,59/100,18/32,2019/12/19,Birmingham Academy
25,DEVINA FRANZ-SCHONINGER,48/100,19/32,2019/12/19,Birmingham Academy
26,EDUINO HUERTAS,47/100,24/32,2019/12/19,Birmingham Academy
27,SAMMY MACSWEENEY,48/100,21/32,2019/12/19,Birmingham Academy
0,HAKEEM IVERMEE,52/100,23/32,2019/02/19,London Academy
1,ALVY BOWERING,44/100,20/32,2019/02/19,London Academy
2,LARINE BURCOMBE,54/100,18/32,2019/02/19,London Academy
3,NICOLAI STOCKEY,57/100,19/32,2019/02/19,London Academy
4,ANDROS WICKSON,54/100,17/32,2019/02/19,London Academy
5,MAUDIE DADSWELL,59/100,23/32,2019/02/19,London Academy
6,OZZY MATTAUS,47/100,20/32,2019/02/19,London Academy
7,JOANNE LE JEAN,52/100,26/32,2019/02/19,London Academy
8,SHELLEY O'DYVOIE,61/100,23/32,2019/02/19,London Academy
9,HARWILLL POWNALL,52/100,16/32,2019/02/19,London Academy
10,MARCO TORRA,65/100,20/32,2019/02/19,London Academy
11,NERISSA CULVEY,50/100,17/32,2019/02/19,London Academy
12,JEFFERSON PAYNTON,56/100,17/32,2019/02/19,London Academy
13,ALRIC PETTIGREW,42/100,19/32,2019/02/19,London Academy
14,ELROY HATCHELL,64/100,21/32,2019/02/19,London Academy
15,BARBABAS HUYGENS,59/100,23/32,2019/02/19,London Academy
16,JULITA BENOY,57/100,27/32,2019/02/19,London Academy
17,MALACHI CARLISSO,75/100,24/32,2019/02/19,London Academy
18,SAXON MCTIERNAN,55/100,22/32,2019/02/19,London Academy
19,JARRED CONNAR,52/100,13/32,2019/02/19,London Academy
20,ELINORE DUNNAN,63/100,19/32,2019/02/19,London Academy
21,HILARIUS ZYWICKI,62/100,23/32,2019/02/19,London Academy
22,ELYSEE MARDOLL,59/100,26/32,2019/02/19,London Academy
23,SHEA SKILLETT,57/100,25/32,2019/02/19,London Academy
24,CLEVE HALLBORD,69/100,20/32,2019/02/19,London Academy
25,GARRETT SPRULLS,60/100,16/32,2019/02/19,London Academy
26,ANDRIS FRANGELLO,44/100,17/32,2019/02/19,London Academy
27,JOZEF VEDEKHIN,52/100,21/32,2019/02/19,London Academy
0,OLA ROBELET,61/100,23/32,2019/06/19,London Academy
1,LEOLINE STELLI,59/100,19/32,2019/06/19,London Academy
2,ADELINE ORDIDGE,54/100,20/32,2019/06/19,London Academy
3,STANLEIGH HUSON,53/100,22/32,2019/06/19,London Academy
4,LENORA GANNICOTT,53/100,19/32,2019/06/19,London Academy
5,CLEVELAND VASYUKHIN,55/100,17/32,2019/06/19,London Academy
6,FIDEL NORVAL,64/100,18/32,2019/06/19,London Academy
7,MARVIN GORGER,63/100,19/32,2019/06/19,London Academy
8,ROSALINDE SMALLSHAW,63/100,22/32,2019/06/19,London Academy
9,HALE GODBALD,65/100,12/32,2019/06/19,London Academy
10,NORBERT DYE,56/100,10/32,2019/06/19,London Academy
11,KHALIL VOSPER,58/100,14/32,2019/06/19,London Academy
12,SHERMY SWANCOCK,54/100,21/32,2019/06/19,London Academy
13,ROBIN FUGERE,54/100,13/32,2019/06/19,London Academy
14,KEEN BENTHAM3,50/100,24/32,2019/06/19,London Academy
15,MELONY TRISTRAM,51/100,20/32,2019/06/19,London Academy
16,CASSAUNDRA YUILL,54/100,21/32,2019/06/19,London Academy
17,FARICA HARDING,67/100,21/32,2019/06/19,London Academy
18,JESSAMYN REIGHTLEY,63/100,19/32,2019/06/19,London Academy
19,SERGE MUEHLE,53/100,16/32,2019/06/19,London Academy
20,SYDNEY BURCHMORE,61/100,22/32,2019/06/19,London Academy
21,BOURKE BELSEY,53/100,18/32,2019/06/19,London Academy
22,MAURY HALLYBONE,49/100,16/32,2019/06/19,London Academy
23,WOLFGANG O'GRADY,46/100,28/32,2019/06/19,London Academy
24,CANDI CAMILLO,61/100,25/32,2019/06/19,London Academy
25,SILVANO MACCAGUE,47/100,16/32,2019/06/19,London Academy
26,JEROME KASTING,58/100,21/32,2019/06/19,London Academy
27,DEVLEN FROOME,55/100,18/32,2019/06/19,London Academy
0,TONIA GOODIE,57/100,21/32,2019/03/19,London Academy
1,CORT TROW,62/100,10/32,2019/03/19,London Academy
2,HENRIK MOTT,56/100,19/32,2019/03/19,London Academy
3,WILLY MURPHEY,52/100,22/32,2019/03/19,London Academy
4,JEROMY MEBIUS,61/100,25/32,2019/03/19,London Academy
5,ELIOT FRANK,56/100,20/32,2019/03/19,London Academy
6,GANNY BRUMHAM,52/100,15/32,2019/03/19,London Academy
7,HERMIA VITTE,47/100,24/32,2019/03/19,London Academy
8,ZITELLA HEMBERY,70/100,20/32,2019/03/19,London Academy
9,ELFREDA ABURROW,59/100,20/32,2019/03/19,London Academy
10,BETTE-ANN LEMMERS,56/100,18/32,2019/03/19,London Academy
11,ROMONA BUYE,59/100,20/32,2019/03/19,London Academy
12,MELVYN GARSTANG,45/100,15/32,2019/03/19,London Academy
13,CARMELINA THORINGTON,55/100,21/32,2019/03/19,London Academy
14,TRACEY SPRATLEY,55/100,18/32,2019/03/19,London Academy
15,FRANCOIS EARENGEY,48/100,15/32,2019/03/19,London Academy
16,HUGHIE YELIASHEV,60/100,23/32,2019/03/19,London Academy
17,EVIN BENNALLCK,65/100,18/32,2019/03/19,London Academy
18,GLEN LILLO,49/100,19/32,2019/03/19,London Academy
19,EZEKIEL LEMERIE,57/100,21/32,2019/03/19,London Academy
20,JULINA HARTLES,52/100,20/32,2019/03/19,London Academy
21,LANGSDON BRASHAW,56/100,14/32,2019/03/19,London Academy
22,SHER BIESINGER,51/100,23/32,2019/03/19,London Academy
23,SHEFFIELD FURZER,58/100,23/32,2019/03/19,London Academy
24,RHONDA DUPREE,45/100,23/32,2019/03/19,London Academy
25,DANIELLE ABSOLOM,61/100,17/32,2019/03/19,London Academy
26,TOMMIE HAMMERMAN,55/100,22/32,2019/03/19,London Academy
27,ANIA SILVER,62/100,25/32,2019/03/19,London Academy
28,AMELINA POSNETT,50/100,20/32,2019/03/19,London Academy
29,ASHLEY FUDGE,63/100,23/32,2019/03/19,London Academy
30,NADIA WHEELTON,54/100,18/32,2019/03/19,London Academy
31,GEARARD SLEGG,66/100,19/32,2019/03/19,London Academy
32,DICK RUBINSHTEIN,55/100,26/32,2019/03/19,London Academy
33,WALY NAPTON,54/100,11/32,2019/03/19,London Academy
34,ARTAIR CARTMAN,60/100,22/32,2019/03/19,London Academy
35,MATTIAS BLANPEIN,58/100,18/32,2019/03/19,London Academy
36,JAYMEE RIDEN,54/100,20/32,2019/03/19,London Academy
0,NICOLETTE BONEHILL,47/100,20/32,2019/11/19,London Academy
1,MONA ORVISS,50/100,15/32,2019/11/19,London Academy
2,ISAHELLA SWINDELLS,49/100,22/32,2019/11/19,London Academy
3,REBEKAH SUGGE,58/100,24/32,2019/11/19,London Academy
4,TEIRTZA DOCHARTY,62/100,26/32,2019/11/19,London Academy
5,BEV FERRI,62/100,21/32,2019/11/19,London Academy
6,CACILIE REWCASSELL,60/100,21/32,2019/11/19,London Academy
7,SYMAN GUYNEMER,59/100,18/32,2019/11/19,London Academy
8,ULICK KINANE,42/100,15/32,2019/11/19,London Academy
9,SIGISMUNDO SHELLIBEER,53/100,23/32,2019/11/19,London Academy
10,TALLIE MORTIMER,52/100,22/32,2019/11/19,London Academy
11,BURK MACKILPATRICK,54/100,21/32,2019/11/19,London Academy
12,KARYN HUORTIC,58/100,19/32,2019/11/19,London Academy
13,CARMITA CHILLISTONE,50/100,18/32,2019/11/19,London Academy
14,LAWTON HOWLEY,52/100,27/32,2019/11/19,London Academy
15,ALAIR PATEY,57/100,18/32,2019/11/19,London Academy
16,CHRISTAN MITYASHIN,62/100,25/32,2019/11/19,London Academy
17,IRWINN GOAKS,58/100,22/32,2019/11/19,London Academy
18,ARNY DOBROWOLNY,64/100,17/32,2019/11/19,London Academy
0,DORRI MCMILLIAN,62/100,18/32,2019/09/19,Birmingham Academy
1,ZORAH GRASSER,56/100,26/32,2019/09/19,Birmingham Academy
2,DANA BOLDRA,50/100,17/32,2019/09/19,Birmingham Academy
3,EREK CHADNEY,61/100,21/32,2019/09/19,Birmingham Academy
4,JENILEE ALBURY,55/100,18/32,2019/09/19,Birmingham Academy
5,CHERLYN MCLAVERTY,60/100,20/32,2019/09/19,Birmingham Academy
6,CARTER KINGSWOLD,50/100,16/32,2019/09/19,Birmingham Academy
7,BRADAN WICKMAN,69/100,23/32,2019/09/19,Birmingham Academy
8,PORTY DU PLANTIER,60/100,18/32,2019/09/19,Birmingham Academy
9,MINNIE GITTOSE,63/100,21/32,2019/09/19,Birmingham Academy
10,DELMOR PHUPRATE,61/100,13/32,2019/09/19,Birmingham Academy
11,CLAIBORNE JESPER,54/100,18/32,2019/09/19,Birmingham Academy
12,HUSEIN GARTSIDE,51/100,19/32,2019/09/19,Birmingham Academy
13,SILAS BLOWIN,55/100,20/32,2019/09/19,Birmingham Academy
14,AURIA SHAFTO,55/100,25/32,2019/09/19,Birmingham Academy
15,QUILL BUZIN,50/100,21/32,2019/09/19,Birmingham Academy
16,RAYE TERBRUG,65/100,14/32,2019/09/19,Birmingham Academy
17,WINNA OLIVE,60/100,18/32,2019/09/19,Birmingham Academy
18,TEDD HURL,69/100,14/32,2019/09/19,Birmingham Academy
19,BARTIE GRAYSON,46/100,16/32,2019/09/19,Birmingham Academy
20,JUIETA MULLISS,51/100,22/32,2019/09/19,Birmingham Academy
21,FRIEDRICK HAWKEY,54/100,20/32,2019/09/19,Birmingham Academy
22,ZANDRA MAKEPEACE,54/100,20/32,2019/09/19,Birmingham Academy
23,BERT LOSTY,48/100,20/32,2019/09/19,Birmingham Academy
24,DARILL WHAPPLES,47/100,18/32,2019/09/19,Birmingham Academy
25,VIVIANNA LETTY,56/100,19/32,2019/09/19,Birmingham Academy
0,THEADORA BERKELAY,59/100,12/32,2019/04/02,London Academy
1,AUSTINA DEPPER,48/100,18/32,2019/04/02,London Academy
2,NANCE CRATE,55/100,16/32,2019/04/02,London Academy
3,SHELIA CARLESI,59/100,22/32,2019/04/02,London Academy
4,CLEMENTE AKITT,50/100,23/32,2019/04/02,London Academy
5,SHALNA JZAK,40/100,19/32,2019/04/02,London Academy
6,CHICKY SAWBRIDGE,64/100,25/32,2019/04/02,London Academy
7,TORI WEATHERHILL,56/100,18/32,2019/04/02,London Academy
8,MARYANN SCARRE,40/100,25/32,2019/04/02,London Academy
9,MIRA BOFIELD,54/100,24/32,2019/04/02,London Academy
10,MAURITA GIMBLET,62/100,22/32,2019/04/02,London Academy
11,GRADY ROMEO,51/100,15/32,2019/04/02,London Academy
12,CAMI BURBEROW,62/100,26/32,2019/04/02,London Academy
13,WINNIE WASKETT,53/100,22/32,2019/04/02,London Academy
14,BENEDICK BERNARDEAU,58/100,24/32,2019/04/02,London Academy
15,LINN MINERS,46/100,19/32,2019/04/02,London Academy
16,PRUDY JOUANNIN,45/100,16/32,2019/04/02,London Academy
17,AMERIGO GRAYSMARK,60/100,19/32,2019/04/02,London Academy
18,LAVINIE DE QUESNE,61/100,19/32,2019/04/02,London Academy
19,VIVIEN BEIDERBECK,65/100,19/32,2019/04/02,London Academy
20,TEDDI JUNIFER,48/100,25/32,2019/04/02,London Academy
21,SCOT RANKINE,46/100,25/32,2019/04/02,London Academy
22,VALIDA KETCHASIDE,42/100,9/32,2019/04/02,London Academy
23,BOURKE CAUDREY,49/100,24/32,2019/04/02,London Academy
24,HOWIE HAITH,55/100,21/32,2019/04/02,London Academy
25,JOSSELYN KAINDL,62/100,16/32,2019/04/02,London Academy
0,TALYA PLACIDI,57/100,19/32,2019/01/02,London Academy
1,CRYSTA AIKETT,68/100,18/32,2019/01/02,London Academy
2,RHETA ASSEL,67/100,21/32,2019/01/02,London Academy
3,HERNANDO GUAGE,53/100,17/32,2019/01/02,London Academy
4,REINWALD CORISH,48/100,20/32,2019/01/02,London Academy
5,LEROI SHURMER,51/100,18/32,2019/01/02,London Academy
6,EMMY LUCKINGS,57/100,17/32,2019/01/02,London Academy
7,HARRY ORCAS,56/100,20/32,2019/01/02,London Academy
8,HILLERY HUNNICUTT,43/100,18/32,2019/01/02,London Academy
9,ELSINORE MARCUSSEN,47/100,18/32,2019/01/02,London Academy
10,MARIELE STEEDMAN,65/100,19/32,2019/01/02,London Academy
11,SIGRID VEITCH,57/100,20/32,2019/01/02,London Academy
12,ALLEGRA ASPLAND,58/100,17/32,2019/01/02,London Academy
13,STORMI KMENT,42/100,18/32,2019/01/02,London Academy
14,ESTEBAN WARN,47/100,16/32,2019/01/02,London Academy
15,KINCAID OSIPOV,61/100,17/32,2019/01/02,London Academy
0,CHRISTIAN CLOWLEY,46/100,21/32,2019/07/02,London Academy
1,ANDRIANA UC,55/100,21/32,2019/07/02,London Academy
2,ISACCO TEESE,53/100,17/32,2019/07/02,London Academy
3,MATHILDE KEPPIN,54/100,19/32,2019/07/02,London Academy
4,KITTY ALLEN,55/100,17/32,2019/07/02,London Academy
5,ALBINA ALVES,54/100,18/32,2019/07/02,London Academy
6,SHANIE DENISO,58/100,14/32,2019/07/02,London Academy
7,CHEVY PYBURN,50/100,20/32,2019/07/02,London Academy
8,LARISA WARRINGTON,55/100,23/32,2019/07/02,London Academy
9,DEMETRIUS DUNBAVIN,53/100,19/32,2019/07/02,London Academy
10,ARTY INDRUCH,56/100,24/32,2019/07/02,London Academy
11,DARCY DOWBAKIN,48/100,16/32,2019/07/02,London Academy
12,EBA GARY,58/100,19/32,2019/07/02,London Academy
13,D'ARCY BOVER,56/100,27/32,2019/07/02,London Academy
14,ABRAHAM ROCKELL,60/100,18/32,2019/07/02,London Academy
15,CHEV SPILLANE,53/100,23/32,2019/07/02,London Academy
16,BEAUREGARD CORNEHL,56/100,24/32,2019/07/02,London Academy
17,DUKY SHAILER,51/100,22/32,2019/07/02,London Academy
18,WAVERLEY DEACOCK,60/100,20/32,2019/07/02,London Academy
19,SORCHA ARGUE,52/100,15/32,2019/07/02,London Academy
20,FRANKIE BOSELEY,51/100,19/32,2019/07/02,London Academy
21,MARLOW TURBITT,43/100,21/32,2019/07/02,London Academy
22,MATT ROOCROFT,42/100,23/32,2019/07/02,London Academy
23,HONOR HUNTALL,56/100,23/32,2019/07/02,London Academy
24,YANKEE NORTHING,54/100,22/32,2019/07/02,London Academy
25,GERMAINE KITCHENSIDE,49/100,29/32,2019/07/02,London Academy
26,BERTI NAYER,51/100,26/32,2019/07/02,London Academy
27,GILBERTINE OLIVETTI,41/100,23/32,2019/07/02,London Academy
28,DRUSY BENNY,55/100,24/32,2019/07/02,London Academy
29,ARA LOGGIE,64/100,15/32,2019/07/02,London Academy
30,KETTI MURRIGANS,42/100,19/32,2019/07/02,London Academy
31,SHERLOCKE BASELIO,66/100,19/32,2019/07/02,London Academy
32,AMALEA UGHI,53/100,18/32,2019/07/02,London Academy
33,JULIA TAILE,52/100,16/32,2019/07/02,London Academy
34,ARDIS STANILAND,53/100,16/32,2019/07/02,London Academy
35,CLAUDE DURAN,55/100,20/32,2019/07/02,London Academy
36,ANDREE ROMEO,52/100,25/32,2019/07/02,London Academy
37,ENNIS BREINL,46/100,20/32,2019/07/02,London Academy
38,TONNIE BRIGSHAW,46/100,22/32,2019/07/02,London Academy
0,YANK CARGILL,44/100,15/32,2019/05/02,Birmingham Academy
1,JEREMIE GIACOBAZZI,55/100,12/32,2019/05/02,Birmingham Academy
2,SHAYNE ST LOUIS,51/100,24/32,2019/05/02,Birmingham Academy
3,TIMMY BENZIES,56/100,18/32,2019/05/02,Birmingham Academy
4,ETTORE ELPHEE,49/100,19/32,2019/05/02,Birmingham Academy
